customer_id,account_num,address1,address2,address3,address4,city,state_province,postal_code,country,customer_region_id,phone1,phone2,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
126,88735752105,3397 Rancho View Drive,\N,\N,\N,Ballard,WA,90000,USA,20,179-555-5273,160-555-7552,1947-02-03,S,$110K - $130K,F,2,0,Partial College,1990-07-24,Normal,Professional,Y,2
127,88744179606,8310 Ridge Circle,\N,\N,\N,Everett,WA,75196,USA,81,103-555-4226,192-555-9019,1932-06-18,S,$10K - $30K,M,1,0,Partial High School,1992-11-27,Normal,Skilled Manual,Y,0
128,88750257492,7842 Ygnacio Valley Road,\N,\N,\N,Salem,OR,12150,USA,23,330-555-2976,618-555-4797,1947-04-18,S,$30K - $50K,F,1,0,High School Degree,1992-08-11,Bronze,Skilled Manual,N,4
129,88752945065,5666 Hazelnut Lane,\N,\N,\N,Concord,CA,62507,USA,46,403-555-1955,561-555-2633,1925-05-11,M,$50K - $70K,F,0,0,Bachelors Degree,1990-11-16,Bronze,Professional,Y,3
130,88771945834,5452 Corte Gilberto,\N,\N,\N,Concord,CA,64622,USA,46,653-555-8333,349-555-9697,1949-04-15,S,$110K - $130K,F,4,0,Graduate Degree,1992-09-23,Bronze,Professional,N,2
131,88772315979,874 Olivera Road,\N,\N,\N,La Jolla,CA,54848,USA,33,749-555-5940,315-555-6162,1944-03-06,S,$10K - $30K,M,3,0,Partial High School,1991-12-22,Normal,Manual,Y,2
132,88781231641,3570 Court Lane,\N,\N,\N,Cliffside,BC,23125,Canada,103,122-555-1947,365-555-6512,1933-03-05,S,$30K - $50K,F,0,0,High School Degree,1993-10-06,Silver,Skilled Manual,N,3
133,88788833022,1902 Santa Cruz,\N,\N,\N,Burbank,CA,58058,USA,53,480-555-1840,353-555-1604,1915-02-22,M,$30K - $50K,M,1,0,High School Degree,1990-11-21,Bronze,Skilled Manual,Y,3
134,88804722428,4852 Chaparral Court,\N,\N,\N,Spokane,WA,39243,USA,87,115-555-9133,426-555-9583,1918-10-04,S,$50K - $70K,M,4,0,Bachelors Degree,1991-07-06,Bronze,Professional,Y,1
135,88820129036,6093 Midway Ct.,\N,\N,\N,Tixapan,DF,60792,Mexico,107,257-555-3997,676-555-6962,1924-03-23,M,$110K - $130K,M,5,0,Bachelors Degree,1994-08-02,Silver,Professional,Y,3
136,88825504183,9297 Kenston Dr.,\N,\N,\N,Lynnwood,WA,60392,USA,75,153-555-4576,772-555-4569,1956-05-22,M,$150K +,M,3,3,Bachelors Degree,1991-09-12,Golden,Professional,Y,3
137,88846119642,793 Crawford Street,\N,\N,\N,Newport Beach,CA,48103,USA,59,557-555-1726,384-555-4233,1943-03-08,M,$130K - $150K,F,3,3,Partial College,1993-07-13,Bronze,Professional,Y,3
138,88880816698,4251 San Onofre Court,\N,\N,\N,Oak Bay,BC,13864,Canada,99,238-555-6276,503-555-9469,1925-09-22,S,$90K - $110K,F,4,0,Partial High School,1991-05-08,Silver,Professional,Y,2
139,88896459341,8656 Lakespring Place,\N,\N,\N,Coronado,CA,66736,USA,8,593-555-6287,728-555-8337,1931-04-05,M,$30K - $50K,M,1,1,Partial High School,1991-08-12,Bronze,Manual,Y,1
140,88966604471,5025 Holiday Hills,\N,\N,\N,La Mesa,CA,71367,USA,11,536-555-4122,209-555-6858,1947-11-14,M,$10K - $30K,M,2,1,Partial High School,1990-10-21,Normal,Skilled Manual,Y,1
141,88974345326,7028 San Gabriel Dr.,\N,\N,\N,Santa Anita,DF,90401,Mexico,108,324-555-2187,767-555-3779,1939-07-24,M,$10K - $30K,M,4,3,Partial High School,1992-11-13,Normal,Skilled Manual,N,1
142,88980621695,6307 Grenadine Way,\N,\N,\N,Renton,WA,84255,USA,73,289-555-7651,270-555-9929,1958-07-05,M,$50K - $70K,F,2,1,Bachelors Degree,1990-10-24,Golden,Professional,Y,4
143,89028214812,1220 Bradford Way,\N,\N,\N,Glendale,CA,69451,USA,54,101-555-4344,190-555-9137,1975-08-17,M,$30K - $50K,F,5,5,Partial College,1990-11-24,Golden,Manual,Y,3
144,89028284549,1999 Orangewood Court,\N,\N,\N,Westminster,BC,32697,Canada,91,328-555-3094,616-555-4915,1964-06-25,S,$10K - $30K,M,3,0,Partial High School,1992-04-06,Bronze,Skilled Manual,Y,0
145,89029260873,9821 Juniper Drive,\N,\N,\N,Victoria,BC,56762,Canada,6,401-555-2072,559-555-2751,1974-03-16,M,$10K - $30K,M,3,3,Partial High School,1991-10-27,Normal,Manual,Y,2
146,89035692811,9608 Grammercy Lane,\N,\N,\N,Victoria,BC,58876,Canada,6,651-555-8451,347-555-9815,1960-10-17,S,$130K - $150K,M,2,0,Partial High School,1991-08-15,Bronze,Professional,Y,4
147,89059253334,7685 Imperial Dr,\N,\N,\N,Sooke,BC,75395,Canada,101,747-555-6058,551-555-9937,1917-05-05,S,$110K - $130K,M,4,0,Bachelors Degree,1992-12-20,Bronze,Professional,Y,2
148,89061329364,7726 Driftwood Drive,\N,\N,\N,Kirkland,WA,43672,USA,63,120-555-2065,363-555-6629,1950-04-12,S,$70K - $90K,M,2,0,High School Degree,1993-07-28,Bronze,Management,N,2
149,89073216915,8713 Yosemite Ct.,\N,\N,\N,Chula Vista,CA,26352,USA,13,478-555-1958,590-555-5380,1964-11-27,S,$50K - $70K,M,1,0,Bachelors Degree,1992-07-24,Bronze,Professional,Y,1
150,89090994596,9008 Creekside Drive,\N,\N,\N,Seattle,WA,33498,USA,18,113-555-9251,424-555-9701,1929-05-06,M,$30K - $50K,F,4,1,High School Degree,1991-11-06,Bronze,Manual,Y,3
151,89130846858,250 Geary Ct.,\N,\N,\N,San Jose,CA,81339,USA,39,606-555-1032,786-555-9339,1959-04-08,M,$30K - $50K,F,3,0,Partial College,1991-08-27,Bronze,Management,Y,4
152,89144885540,3454 D Bel Air Drive,\N,\N,\N,Ballard,WA,54647,USA,20,263-555-6954,882-555-6946,1953-03-04,S,$150K +,F,2,0,High School Degree,1990-05-07,Silver,Professional,Y,3
153,89165082573,4949 Dutch Slough Rd,\N,\N,\N,Guadalajara,Jalisco,68650,Mexico,4,667-555-4104,494-555-6611,1914-11-26,M,$10K - $30K,F,3,2,Partial High School,1990-11-05,Normal,Manual,Y,0
154,89177710413,1064 Slavio,\N,\N,\N,Lebanon,OR,81192,USA,72,587-555-3311,613-555-2846,1916-10-25,S,$50K - $70K,F,0,0,Bachelors Degree,1992-12-19,Bronze,Professional,N,2
155,89202826619,2813 Dew Drop Circle,\N,\N,\N,Port Hammond,BC,60991,Canada,98,113-555-8089,248-555-1139,1966-05-17,M,$110K - $130K,M,1,1,Partial High School,1993-11-20,Silver,Professional,N,1
156,89205031394,9181 La Vista Circle,\N,\N,\N,Sooke,BC,91914,Canada,101,956-555-5925,629-555-8661,1944-08-23,S,$130K - $150K,M,1,0,Bachelors Degree,1993-10-02,Bronze,Professional,Y,2
157,89207509756,3841 Silver Oaks Place,\N,\N,\N,La Mesa,CA,11949,USA,11,744-555-3989,286-555-5582,1910-04-15,S,$50K - $70K,F,2,0,Bachelors Degree,1993-10-03,Bronze,Professional,N,2
158,89213179945,463 H Stagecoach Rd.,\N,\N,\N,Tacoma,WA,81740,USA,84,709-555-9453,690-555-2732,1961-12-19,M,$130K - $150K,F,3,1,Partial College,1993-06-11,Bronze,Management,Y,3
159,89255880700,5376 Catanzaro Way,\N,\N,\N,Milwaukie,OR,12447,USA,65,760-555-9804,610-555-1939,1940-09-02,M,$30K - $50K,M,4,4,High School Degree,1991-03-08,Bronze,Skilled Manual,Y,3
160,89277064800,4909 Poco Lane,\N,\N,\N,Renton,WA,48400,USA,73,748-555-4896,136-555-6718,1961-03-08,M,$90K - $110K,F,1,1,Partial High School,1990-04-14,Golden,Professional,N,4
161,89277392000,77 Birchwood,\N,\N,\N,Grossmont,CA,98756,USA,17,821-555-3875,978-555-4553,1933-08-23,M,$30K - $50K,F,1,0,High School Degree,1992-09-17,Bronze,Manual,Y,2
162,89286039471,9862 Ahneita Dr.,\N,\N,\N,Ladner,BC,18729,Canada,96,171-555-1254,767-555-2618,1963-03-05,M,$30K - $50K,F,3,1,Partial High School,1993-11-18,Bronze,Manual,Y,1
163,89286860227,7939 Bayview Court,\N,\N,\N,Los Angeles,CA,18391,USA,3,267-555-7861,659-555-3393,1952-06-17,S,$10K - $30K,F,5,0,Partial High School,1992-10-23,Normal,Skilled Manual,N,1
164,89288474917,636 Vine Hill Way,\N,\N,\N,Coronado,CA,85666,USA,8,466-555-8179,470-555-9086,1947-02-22,S,$30K - $50K,F,4,0,High School Degree,1990-01-01,Bronze,Skilled Manual,N,2
165,89307073354,8967 Hamilton Ave.,\N,\N,\N,Milwaukie,OR,42055,USA,65,585-555-4415,697-555-7836,1935-08-17,S,$130K - $150K,M,2,0,Bachelors Degree,1992-09-22,Bronze,Professional,Y,3
166,89309052824,1918 Terra Granada,\N,\N,\N,Oak Bay,BC,75493,Canada,99,220-555-2708,531-555-3157,1932-09-20,S,$30K - $50K,F,4,0,High School Degree,1992-04-26,Golden,Manual,Y,4
167,89314846396,504 O St.,\N,\N,\N,Lemon Grove,CA,97042,USA,12,601-555-1229,781-555-9536,1932-06-07,S,$70K - $90K,M,2,0,Graduate Degree,1990-09-17,Bronze,Professional,Y,3
168,89319840669,3708 Montana,\N,\N,\N,Walla Walla,WA,96641,USA,88,259-555-7150,217-555-1801,1963-07-24,M,$10K - $30K,F,4,3,Partial High School,1991-05-05,Normal,Manual,N,2
169,89339179396,5203 Virginia Lane,\N,\N,\N,Lebanon,OR,84353,USA,72,662-555-4300,489-555-6808,1956-12-16,M,$50K - $70K,F,0,0,Partial High School,1993-07-28,Bronze,Manual,Y,2
170,89349634647,1318 Lasalle Street,\N,\N,\N,Los Angeles,CA,50114,USA,3,582-555-3508,608-555-3043,1920-07-13,S,$10K - $30K,M,1,0,Partial High School,1993-05-12,Normal,Skilled Manual,N,1
171,89356871247,3067 Maya,\N,\N,\N,Downey,CA,39870,USA,58,108-555-8286,243-555-1336,1932-10-02,M,$10K - $30K,M,4,1,Partial High School,1991-09-26,Normal,Manual,N,2
172,89359070658,9435 Breck Court,\N,\N,\N,West Covina,CA,86178,USA,60,951-555-6122,624-555-8858,1942-10-05,M,$50K - $70K,F,3,1,Bachelors Degree,1991-07-14,Silver,Professional,N,2
173,89368050694,4095 Cooper Dr.,\N,\N,\N,Bellingham,WA,27651,USA,78,739-555-4186,281-555-5779,1940-02-21,S,$50K - $70K,F,3,0,High School Degree,1994-03-12,Golden,Manual,N,2
174,89376885900,5242 Marvelle Ln.,\N,\N,\N,San Carlos,CA,24735,USA,44,704-555-9650,685-555-2929,1953-06-23,M,$90K - $110K,F,4,0,High School Degree,1991-07-17,Bronze,Management,Y,4
175,89379090666,2812 East Lake Court,\N,\N,\N,Metchosin,BC,99312,Canada,104,755-555-1000,605-555-2136,1976-03-14,S,$70K - $90K,F,0,0,Graduate Degree,1991-09-05,Bronze,Professional,N,4
176,89395151734,9687 Shakespeare Drive,\N,\N,\N,Concord,CA,44269,USA,46,855-555-7353,483-555-3832,1960-05-16,M,$110K - $130K,M,2,2,Partial College,1992-06-08,Silver,Professional,Y,2
177,89434499740,7511 Cooper Dr.,\N,\N,\N,Corvallis,OR,94626,USA,70,928-555-6332,425-555-1668,1975-09-13,M,$10K - $30K,M,0,0,Partial High School,1991-08-08,Normal,Skilled Manual,N,1
178,89487226605,7297 Rosalinda,\N,\N,\N,Woodburn,OR,96741,USA,69,278-555-3710,874-555-5074,1967-12-19,S,$30K - $50K,M,1,0,Partial College,1991-09-18,Bronze,Manual,Y,2
179,89488111734,5375 Clearland Circle,\N,\N,\N,Lakewood,CA,86967,USA,56,374-555-1317,179-555-5196,1918-11-01,S,$130K - $150K,M,1,0,Graduate Degree,1991-02-09,Golden,Professional,Y,1
180,89504757523,5415 San Gabriel Dr.,\N,\N,\N,Seattle,WA,55244,USA,18,886-555-9982,890-555-1889,1945-03-03,S,$50K - $70K,F,4,0,Bachelors Degree,1992-04-23,Bronze,Professional,N,3
181,89505116939,3747 Likins Avenue,\N,\N,\N,Bremerton,WA,37925,USA,76,105-555-6217,217-555-9639,1965-06-23,S,$30K - $50K,F,1,0,High School Degree,1992-11-25,Bronze,Manual,N,2
182,89507606029,6697 Ridge Park Drive,\N,\N,\N,Everett,WA,71362,USA,81,640-555-4510,951-555-4960,1924-03-24,M,$110K - $130K,F,1,1,Graduate Degree,1990-07-01,Bronze,Management,Y,3
183,89526268839,7938 Blue Ridge,\N,\N,\N,Langford,BC,92912,Canada,102,121-555-3032,540-555-5996,1969-11-19,M,$130K - $150K,M,2,0,Graduate Degree,1991-12-27,Bronze,Professional,N,3
184,89532577395,1143 Julpum Loop,\N,\N,\N,Oak Bay,BC,92511,Canada,99,678-555-8953,636-555-3603,1968-05-20,M,$70K - $90K,F,4,0,High School Degree,1993-08-26,Bronze,Professional,Y,1
185,89536622166,2639 Anchor Court,\N,\N,\N,Edmonds,WA,80222,USA,83,182-555-6103,909-555-8610,1923-07-10,S,$10K - $30K,M,4,0,Partial High School,1993-06-20,Normal,Manual,Y,1
186,89555376172,6097 Mt. McKinley Ct.,\N,\N,\N,Imperial Beach,CA,19692,USA,14,102-555-5310,367-555-8503,1931-02-15,M,$110K - $130K,F,3,2,Partial High School,1994-11-28,Bronze,Professional,Y,3
187,89556261301,502 Alexander Pl.,\N,\N,\N,Woodburn,OR,98856,USA,69,528-555-1089,663-555-3139,1975-12-01,S,$10K - $30K,M,0,0,Partial High School,1991-03-23,Normal,Manual,Y,1
188,89562725400,6870 D Bel Air Drive,\N,\N,\N,Albany,OR,44872,USA,71,836-555-3980,510-555-6715,1959-11-13,M,$30K - $50K,F,4,4,High School Degree,1993-09-08,Golden,Skilled Manual,Y,3
189,89589413404,8874 Folson Drive,\N,\N,\N,Metchosin,BC,23521,Canada,104,625-555-2044,167-555-3637,1919-11-26,M,$10K - $30K,M,2,1,Partial High School,1993-02-04,Normal,Skilled Manual,Y,2
190,89596188700,8152 Claudia Dr.,\N,\N,\N,Corvallis,OR,93312,USA,70,829-555-2166,810-555-4444,1964-12-25,M,$110K - $130K,F,1,0,Partial College,1993-05-17,Bronze,Professional,Y,3
191,89630166888,3066 Wallace Dr.,\N,\N,\N,Arcadia,CA,78508,USA,51,641-555-7858,490-555-8994,1949-05-13,S,$30K - $50K,F,4,0,Partial College,1991-10-20,Normal,Manual,N,1
192,89668130874,2598 La Vista Circle,\N,\N,\N,Spokane,WA,15462,USA,87,868-555-6608,256-555-8430,1977-06-24,M,$50K - $70K,F,4,0,Bachelors Degree,1990-03-20,Bronze,Professional,Y,3
193,89673307538,7765 Sunsine Drive,\N,\N,\N,Los Angeles,CA,11910,USA,3,702-555-1930,198-555-6265,1942-04-07,S,$30K - $50K,M,0,0,Partial College,1991-12-03,Bronze,Skilled Manual,Y,3
194,89674021000,7551 Santa Lucia,\N,\N,\N,Mexico City,Mexico,14025,Mexico,2,952-555-8308,887-555-4330,1970-05-07,S,$30K - $50K,F,1,0,Partial College,1994-02-21,Bronze,Skilled Manual,N,4
195,89703101515,5629 San Francisco,\N,\N,\N,N. Vancouver,BC,30543,Canada,97,148-555-5915,852-555-9794,1965-04-24,S,$50K - $70K,F,4,0,Bachelors Degree,1991-01-10,Bronze,Professional,Y,2
196,89705392100,5669 Ironwood Way,\N,\N,\N,Daly City,CA,97819,USA,31,660-555-5580,663-555-6487,1966-07-08,S,$10K - $30K,M,2,0,Partial High School,1994-11-20,Normal,Manual,N,1
197,89723159074,6657 Camino Solano,\N,\N,\N,National City,CA,54207,USA,9,779-555-1815,890-555-5237,1948-06-25,M,$10K - $30K,F,1,1,High School Degree,1991-04-20,Normal,Skilled Manual,Y,2
198,89727890491,6951 Harmony Way,\N,\N,\N,Imperial Beach,CA,87645,USA,14,413-555-9108,964-555-4215,1939-11-22,M,$10K - $30K,F,1,1,Partial High School,1992-11-04,Normal,Skilled Manual,Y,1
199,89730272293,8192 Seagull Court,\N,\N,\N,Richmond,CA,36487,USA,35,794-555-7630,314-555-1594,1946-04-15,M,$10K - $30K,M,0,0,Bachelors Degree,1991-12-27,Normal,Professional,N,0
200,89739643931,1397 Paraiso Ct.,\N,\N,\N,Los Angeles,CA,97953,USA,3,564-555-6811,522-555-1461,1977-06-13,S,$50K - $70K,F,5,0,Partial College,1992-07-08,Bronze,Skilled Manual,N,1
201,89755527973,2893 Vera,\N,\N,\N,Santa Fe,DF,23798,Mexico,109,968-555-3961,795-555-6468,1976-07-11,M,$50K - $70K,F,1,0,Bachelors Degree,1994-05-09,Bronze,Professional,N,3
202,89757743477,9006 Woodside Way,\N,\N,\N,Santa Cruz,CA,62266,USA,40,887-555-3168,253-555-6361,1946-09-13,S,$10K - $30K,F,5,0,Partial High School,1993-07-15,Normal,Manual,Y,1
203,89760017991,757 Pine Creek Way,\N,\N,\N,Newton,BC,16139,Canada,95,414-555-7947,548-555-9996,1952-04-24,M,$50K - $70K,M,1,0,Bachelors Degree,1992-06-08,Silver,Management,N,4
204,89764738678,8370 Acardia Pl.,\N,\N,\N,N. Vancouver,BC,47062,Canada,97,356-555-5782,929-555-8518,1968-11-06,M,$130K - $150K,M,2,1,High School Degree,1991-09-17,Bronze,Management,Y,2
205,89781025052,3030 Blackburn Ct.,\N,\N,\N,San Diego,CA,66096,USA,7,145-555-3847,826-555-9097,1960-08-16,M,$110K - $130K,M,5,1,Bachelors Degree,1994-12-20,Bronze,Management,Y,2
206,89788991212,9652 Los Angeles,\N,\N,\N,Sedro Woolley,WA,36888,USA,80,349-555-3968,330-555-6247,1979-08-23,S,$50K - $70K,F,3,0,Bachelors Degree,1992-12-03,Bronze,Management,Y,2
207,89812578558,4566 La Jolla,\N,\N,\N,La Jolla,CA,22084,USA,33,160-555-9661,910-555-1797,1938-12-20,S,$70K - $90K,M,2,0,Graduate Degree,1992-06-19,Bronze,Professional,N,3
208,89814718961,4098 Woodcrest Dr.,\N,\N,\N,Woodburn,OR,58037,USA,69,387-555-8411,676-555-1232,1916-06-17,M,$130K - $150K,F,2,1,Partial College,1990-02-12,Golden,Professional,Y,1
209,89819675700,9265 La Paz,\N,\N,\N,Imperial Beach,CA,93945,USA,14,222-555-3732,618-555-8068,1925-04-08,S,$70K - $90K,M,2,0,Bachelors Degree,1993-08-06,Bronze,Professional,N,1
210,89869988560,9052 Montgomery Avenue,\N,\N,\N,Burnaby,BC,84216,Canada,92,472-555-1111,407-555-6132,1911-10-09,M,$70K - $90K,F,1,1,Graduate Degree,1993-02-10,Normal,Management,N,1
211,89879821538,7129 Oakmead,\N,\N,\N,Santa Anita,DF,17364,Mexico,108,807-555-2375,372-555-2597,1938-05-24,M,$10K - $30K,M,3,3,Partial High School,1993-02-07,Normal,Skilled Manual,Y,2
212,89889901280,9825 Coralie Drive,\N,\N,\N,Novato,CA,42719,USA,42,770-555-7957,773-555-8864,1971-05-04,M,$10K - $30K,M,4,3,Partial High School,1990-11-26,Normal,Manual,Y,0
213,89905924797,8157 W. Buchanan,\N,\N,\N,Woodland Hills,CA,25400,USA,62,889-555-4193,100-555-7614,1915-12-19,S,$30K - $50K,F,3,0,High School Degree,1994-11-22,Bronze,Manual,Y,2
214,89910447001,1108 Catcus Court,\N,\N,\N,Ladner,BC,58838,Canada,96,523-555-2486,174-555-6593,1950-05-24,M,$30K - $50K,M,1,0,High School Degree,1992-03-04,Bronze,Manual,Y,2
215,89918450713,9693 Mellowood Street,\N,\N,\N,National City,CA,80387,USA,9,904-555-1007,424-555-3972,1919-06-14,M,$50K - $70K,M,5,1,Partial College,1993-12-25,Bronze,Professional,Y,4
216,89920961300,5553 Kahrs Avenue,\N,\N,\N,Olympia,WA,79986,USA,85,562-555-6929,520-555-1579,1924-07-21,S,$70K - $90K,F,2,0,High School Degree,1994-09-07,Bronze,Professional,N,1
217,89927994012,7048 Laurel,\N,\N,\N,Woodburn,OR,67698,USA,69,966-555-4079,793-555-6586,1925-04-18,S,$50K - $70K,M,5,0,Partial College,1994-03-06,Bronze,Skilled Manual,Y,2
218,89933717846,507 Sahara Drive,\N,\N,\N,Santa Anita,DF,33459,Mexico,108,885-555-3286,251-555-6479,1939-06-02,S,$70K - $90K,M,2,0,Bachelors Degree,1991-05-20,Bronze,Professional,Y,3
219,89951946139,4912 La Vuelta,\N,\N,\N,Bellflower,CA,86331,USA,55,651-555-2722,785-555-4772,1977-09-10,M,$30K - $50K,M,2,2,High School Degree,1992-12-10,Bronze,Skilled Manual,Y,2
220,89972035884,8624 Pepperidge Way,\N,\N,\N,Torrance,CA,90961,USA,57,593-555-9557,927-555-8636,1955-01-16,M,$50K - $70K,F,2,0,Bachelors Degree,1990-02-27,Bronze,Management,Y,1
221,89974734187,3284 S. Bascom Avenue,\N,\N,\N,Lynnwood,WA,10996,USA,75,143-555-3964,824-555-9215,1922-08-08,M,$30K - $50K,F,2,2,Partial College,1990-10-17,Bronze,Skilled Manual,Y,1
222,89976944327,9906 Oak Grove Road,\N,\N,\N,Lemon Grove,CA,80803,USA,12,347-555-4086,328-555-6364,1972-05-12,S,$90K - $110K,F,0,0,High School Degree,1990-09-08,Bronze,Professional,N,2
223,89995655417,7476 Halfmoon Court,\N,\N,\N,Sooke,BC,92275,Canada,101,158-555-9779,908-555-1914,1963-05-06,M,$10K - $30K,F,1,1,Partial High School,1991-04-22,Normal,Manual,N,1
224,90026039481,4352 Olive Ave.,\N,\N,\N,La Cruz,Sinaloa,29229,Mexico,29,385-555-8529,788-555-3531,1973-08-27,M,$10K - $30K,F,3,0,Partial High School,1992-08-12,Golden,Skilled Manual,Y,0
225,90040008425,2176 Apollo Way,\N,\N,\N,Beaverton,OR,79586,USA,67,334-555-6031,731-555-1367,1956-05-26,S,$30K - $50K,M,5,0,High School Degree,1993-04-11,Bronze,Manual,N,3
226,90055570602,1962 Cunha Ct.,\N,\N,\N,W. Linn,OR,27502,USA,66,823-555-7067,519-555-8431,1974-08-25,S,$90K - $110K,F,2,0,Graduate Degree,1992-09-24,Bronze,Professional,Y,2
227,90065194368,40 Ellis St.,\N,\N,\N,Burbank,CA,17728,USA,53,919-555-4674,484-555-4895,1963-10-10,S,$30K - $50K,F,3,0,High School Degree,1994-05-18,Bronze,Manual,Y,2
228,90083347600,80 Sunview Terrace,\N,\N,\N,El Cajon,CA,85004,USA,16,292-555-9681,296-555-1588,1958-06-14,M,$90K - $110K,F,3,0,High School Degree,1993-10-07,Normal,Professional,Y,3
229,90100100636,8411 Mt. Olivet Place,\N,\N,\N,Renton,WA,67685,USA,73,650-555-9574,523-555-9338,1946-02-10,M,$70K - $90K,F,1,0,Graduate Degree,1990-07-28,Bronze,Management,Y,3
230,90102021100,1362 Somerset Place,\N,\N,\N,Bellingham,WA,74830,USA,78,946-555-4209,596-555-8317,1943-02-13,M,$10K - $30K,M,2,0,Partial High School,1991-07-07,Normal,Manual,Y,2
231,90121451020,2603 Condor Place,\N,\N,\N,Oak Bay,BC,23672,Canada,99,427-555-2731,846-555-5695,1944-10-27,M,$30K - $50K,F,5,1,Partial College,1994-04-08,Bronze,Clerical,Y,2
232,90127062201,P.O. Box 1742,\N,\N,\N,Ladner,BC,23272,Canada,96,984-555-8652,942-555-3302,1911-08-04,M,$110K - $130K,F,1,0,Bachelors Degree,1990-08-13,Silver,Management,Y,1
233,90142817497,3238 Laguna Circle,\N,\N,\N,Sedro Woolley,WA,10983,USA,80,727-555-9460,315-555-8309,1974-02-23,M,$130K - $150K,M,3,2,High School Degree,1992-10-09,Bronze,Professional,N,2
234,90146937370,6696 Adria Drive,\N,\N,\N,La Mesa,CA,49452,USA,11,408-555-5009,673-555-8202,1938-09-20,M,$10K - $30K,M,3,0,Partial High School,1991-08-20,Normal,Manual,Y,1
235,90158658623,1102 Ravenwood,\N,\N,\N,W. Linn,OR,29617,USA,66,173-555-4445,308-555-6495,1920-11-12,M,$70K - $90K,M,2,0,Bachelors Degree,1993-03-21,Silver,Professional,N,4
236,90168706178,7469 Paraiso Ct.,\N,\N,\N,Oregon City,OR,34247,USA,68,116-555-2281,689-555-5017,1930-11-15,S,$10K - $30K,M,1,0,Partial High School,1993-02-09,Normal,Skilled Manual,N,0
237,90174725055,2129 Acacia Drive,\N,\N,\N,Royal Oak,BC,53281,Canada,100,255-555-6263,697-555-7855,1941-06-15,M,$70K - $90K,M,0,0,Bachelors Degree,1991-09-07,Bronze,Management,N,4
238,90178142189,8751 Norse Drive,\N,\N,\N,Milwaukie,OR,24073,USA,65,220-555-2727,201-555-5005,1954-10-17,M,$10K - $30K,F,1,1,Partial High School,1993-02-11,Normal,Manual,Y,1
239,90189155340,3665 Oak Creek Ct.,\N,\N,\N,Concord,CA,92694,USA,46,932-555-8420,121-555-4213,1976-07-08,M,$110K - $130K,M,1,0,Graduate Degree,1992-07-06,Bronze,Professional,Y,2
240,90251591801,3197 Thornhill Place,\N,\N,\N,Glendale,CA,45222,USA,54,259-555-7170,547-555-8991,1960-09-10,M,$30K - $50K,M,2,2,Partial High School,1990-07-20,Bronze,Skilled Manual,N,4
241,90256194472,8364 Encinal Place,\N,\N,\N,San Andres,DF,95578,Mexico,106,332-555-6148,490-555-6827,1963-10-23,M,$90K - $110K,M,4,4,High School Degree,1994-09-20,Golden,Professional,Y,3
242,90308722853,8150 Las Trampas,\N,\N,\N,San Andres,DF,97693,Mexico,106,582-555-3527,278-555-4891,1955-02-02,S,$10K - $30K,M,1,0,Partial High School,1994-10-03,Normal,Manual,Y,2
243,90318523645,6228 Meadowbrook Dr.,\N,\N,\N,Burnaby,BC,15628,Canada,92,678-555-1134,243-555-1355,1918-04-22,S,$30K - $50K,M,1,0,High School Degree,1994-03-21,Silver,Manual,Y,2
244,90320428000,6268 Breck Court,\N,\N,\N,Merida,Yucatan,82904,Mexico,26,951-555-6141,294-555-1706,1945-07-24,M,$50K - $70K,F,3,3,Bachelors Degree,1990-01-02,Golden,Professional,N,3
245,90344433784,7256 St. Paul Circle,\N,\N,\N,Vancouver,BC,39293,Canada,5,409-555-6034,282-555-5798,1953-07-06,M,$130K - $150K,M,5,4,High School Degree,1993-06-20,Golden,Professional,N,3
246,90350758433,207 Barquentine Court,\N,\N,\N,Lincoln Acres,CA,72730,USA,10,705-555-9670,355-555-4777,1924-08-18,S,$30K - $50K,M,4,0,High School Degree,1992-05-07,Bronze,Manual,Y,4
247,90351412892,8791 La Cadena,\N,\N,\N,Tlaxiaco,Oaxaca,94279,Mexico,30,186-555-8191,605-555-2155,1957-12-02,S,$50K - $70K,F,1,0,Bachelors Degree,1993-09-06,Bronze,Professional,N,1
248,90362629890,1996 Glenhaven Ave South,\N,\N,\N,Tixapan,DF,93879,Mexico,107,982-555-8770,701-555-8763,1956-06-03,S,$30K - $50K,M,1,0,Partial College,1992-03-19,Bronze,Clerical,N,4
249,90365693000,3492 Broadway Street,\N,\N,\N,Richmond,BC,81590,Canada,90,837-555-2837,664-555-5344,1911-08-20,S,$10K - $30K,F,1,0,Partial High School,1992-01-12,Normal,Manual,Y,0
250,90399290323,9605 Pheasant Circle,\N,\N,\N,Lake Oswego,OR,47352,USA,64,518-555-7387,783-555-1580,1919-03-25,S,$30K - $50K,M,1,0,High School Degree,1993-06-20,Normal,Manual,Y,1
251,90412417054,1356 Grove Way,\N,\N,\N,La Mesa,CA,12255,USA,11,283-555-6823,418-555-8873,1975-05-22,S,$30K - $50K,F,3,0,High School Degree,1990-09-16,Bronze,Skilled Manual,N,2
